Date,Symbols,Close,High,Low,Open,Volume
2023-12-29,BABA,77.51,77.635,76.82,77.06,14094635
2023-12-29,ETSY,81.05,82.6494,80.72,81.57,2397080
2023-12-29,SWK,98.1,99.1,97.8,98.66,769662
2023-12-29,APPN,37.66,38.9772,37.55,38.66,288333
2023-12-29,W,61.7,65.26,61.37,64.65,2637987
2023-12-29,SNAP,16.93,17.21,16.83,17.03,16693464
2023-12-28,BABA,77.24,77.79,76.98,77.23,18937893
2023-12-28,ETSY,81.92,82.48,80.5601,81.75,2121780
2023-12-28,SWK,99.1,99.34,98.0,98.37,519014
2023-12-28,APPN,38.87,39.57,38.61,38.76,241287
2023-12-28,W,64.12,64.8,63.14,64.45,1822082
2023-12-28,SNAP,17.05,17.2,16.82,16.92,13845160
2023-12-27,BABA,76.11,76.45,75.41,76.28,14904479
2023-12-27,ETSY,82.39,83.31,80.9702,82.59,2324533
2023-12-27,SWK,98.73,99.125,98.21,99.01,555079
2023-12-27,APPN,39.0,40.0,38.64,39.79,292723
2023-12-27,W,64.41,66.96,64.1925,65.41,1850313
2023-12-27,SNAP,16.95,16.99,16.68,16.73,15975366
2023-12-26,BABA,75.85,76.9687,75.73,76.16,13121280
2023-12-26,ETSY,82.59,85.22,82.44,85.0,2356261
2023-12-26,SWK,98.81,99.28,97.741,98.15,843508
2023-12-26,APPN,39.67,39.81,39.2692,39.54,192073
2023-12-26,W,64.82,67.5276,64.81,67.24,2192037
2023-12-26,SNAP,16.78,17.1,16.68,17.06,13944254
2023-12-22,BABA,75.28,75.68,74.44,74.5,20004348
2023-12-22,ETSY,84.95,86.285,84.78,84.98,1908612
2023-12-22,SWK,98.16,98.98,97.0,97.31,984265
2023-12-22,APPN,39.66,40.53,39.22,40.18,308235
2023-12-22,W,67.11,69.6603,65.84,68.18,2800501
2023-12-22,SNAP,17.05,17.32,16.89,17.2,21576677
2023-12-21,BABA,76.26,76.29,74.35,74.86,20812090
2023-12-21,ETSY,85.24,86.26,83.87,85.18,2663548
2023-12-21,SWK,96.92,97.94,95.95,97.61,1338098
2023-12-21,APPN,40.03,40.15,37.8041,38.4,736363
2023-12-21,W,68.17,68.38,65.62,66.8,3429265
2023-12-21,SNAP,17.23,17.29,16.7,16.94,34281572
2023-12-20,BABA,73.35,75.295,73.33,74.58,27540228
2023-12-20,ETSY,83.59,87.2,83.38,87.0,4466844
2023-12-20,SWK,96.15,98.77,95.94,97.16,1262754
2023-12-20,APPN,37.95,39.895,37.895,38.94,491124
2023-12-20,W,64.7,68.22,64.67,65.85,3282845
2023-12-20,SNAP,16.6,17.3,16.59,16.98,28279678
2023-12-19,BABA,75.39,76.01,74.22,74.4,20939297
2023-12-19,ETSY,87.03,89.58,84.91,85.09,6162457
2023-12-19,SWK,97.1,98.45,96.62,98.09,1126558
2023-12-19,APPN,39.08,40.4,38.905,39.15,508277
2023-12-19,W,66.72,67.04,63.81,63.98,4752744
2023-12-19,SNAP,17.18,17.255,16.17,16.54,52580594
2023-12-18,BABA,73.84,74.23,73.21,74.05,17233510
2023-12-18,ETSY,84.46,85.59,80.84,80.84,7656663
2023-12-18,SWK,97.28,98.44,97.09,98.44,1013841
2023-12-18,APPN,38.64,38.81,37.64,38.3,506645
2023-12-18,W,62.94,65.6,62.63,64.22,3352569
2023-12-18,SNAP,17.02,17.9,16.8,17.44,49763573
2023-12-15,BABA,74.51,75.545,73.32,74.0,31327519
2023-12-15,ETSY,80.68,85.6,80.09,84.38,10176647
2023-12-15,SWK,98.63,101.82,97.78,101.44,2939645
2023-12-15,APPN,38.32,38.77,37.31,37.71,1306165
2023-12-15,W,64.14,65.41,62.09,65.23,4525688
2023-12-15,SNAP,16.92,17.22,16.53,17.04,35572627
2023-12-14,BABA,72.51,73.24,71.42,71.47,25199289
2023-12-14,ETSY,83.26,85.3,80.978,85.0,6851620
2023-12-14,SWK,101.49,102.93,95.86,96.0,2857951
2023-12-14,APPN,37.4,39.09,37.07,37.51,586577
2023-12-14,W,64.16,67.11,60.85,61.91,9710813
2023-12-14,SNAP,16.94,17.23,16.57,16.67,39763749
2023-12-13,BABA,71.46,71.48,70.12,70.91,21721644
2023-12-13,ETSY,83.97,86.93,78.535,86.02,13576326
2023-12-13,SWK,96.52,97.72,92.02,92.52,2300331
2023-12-13,APPN,36.85,36.89,34.54,35.78,674152
2023-12-13,W,56.92,57.985,50.19,52.04,9591620
2023-12-13,SNAP,16.45,16.54,15.84,16.0,26639282
2023-12-12,BABA,71.39,71.955,70.93,71.38,14725908
2023-12-12,ETSY,85.82,86.55,84.05,84.3,3636106
2023-12-12,SWK,92.6,92.95,92.02,92.69,1213182
2023-12-12,APPN,35.8,36.61,35.7,36.61,459989
2023-12-12,W,52.06,54.5,51.02,54.28,5744127
2023-12-12,SNAP,15.85,16.06,15.445,15.63,27396345
2023-12-11,BABA,71.37,71.61,70.08,70.49,19719315
2023-12-11,ETSY,84.69,86.1,79.57,79.57,6825706
2023-12-11,SWK,92.87,93.505,92.48,92.79,848088
2023-12-11,APPN,36.61,37.27,35.6401,36.1,361684
2023-12-11,W,54.9,56.6,54.4023,54.52,3692525
2023-12-11,SNAP,15.75,15.95,15.52,15.82,32187067
2023-12-08,BABA,72.14,72.44,71.83,72.02,16914758
2023-12-08,ETSY,80.08,81.24,78.91,78.97,4548232
2023-12-08,SWK,92.85,93.73,91.91,92.27,1636347
2023-12-08,APPN,36.54,36.7,35.3838,35.79,289999
2023-12-08,W,55.1,55.7,51.89,52.31,6041082
2023-12-08,SNAP,15.09,15.305,14.68,14.7,20718265
2023-12-07,BABA,72.33,72.37,71.44,71.545,18966685
2023-12-07,ETSY,78.97,80.47,78.35,79.28,3120206
2023-12-07,SWK,93.15,93.82,92.25,92.86,1157894
2023-12-07,APPN,36.23,37.88,36.18,37.82,345956
2023-12-07,W,53.07,53.805,51.83,52.35,3480088
2023-12-07,SNAP,14.76,14.85,14.54,14.74,15148786
2023-12-06,BABA,71.49,72.95,71.49,72.36,30394396
2023-12-06,ETSY,79.54,82.5,79.38,82.03,3763532
2023-12-06,SWK,92.71,94.23,92.3152,92.36,1058009
2023-12-06,APPN,38.02,39.0,37.745,38.48,342601
2023-12-06,W,53.07,56.62,52.138,56.07,4709222
2023-12-06,SNAP,14.77,15.36,14.77,14.83,27154523
2023-12-05,BABA,72.38,72.7,71.92,72.04,19128982
2023-12-05,ETSY,81.66,83.7299,81.61,82.35,3372316
2023-12-05,SWK,91.36,93.52,91.31,93.52,1398878
2023-12-05,APPN,38.42,38.6,37.32,38.01,381115
2023-12-05,W,55.63,58.22,55.61,57.37,3794497
2023-12-05,SNAP,14.6,14.66,14.1101,14.16,18141110
2023-12-04,BABA,73.03,73.58,72.48,72.67,21074948
2023-12-04,ETSY,82.99,84.75,81.8,82.0,5973029
2023-12-04,SWK,94.13,94.64,92.37,92.9,1373725
2023-12-04,APPN,38.1,38.44,37.24,37.36,353575
2023-12-04,W,58.31,59.75,57.43,57.98,2889087
2023-12-04,SNAP,14.3,14.38,13.965,14.06,21274367
2023-12-01,BABA,73.99,74.14,72.12,73.12,27998595
2023-12-01,ETSY,82.04,82.3228,75.43,76.53,5830222
2023-12-01,SWK,93.78,93.83,90.645,90.95,1196942
2023-12-01,APPN,37.69,37.83,36.13,36.33,488489
2023-12-01,W,58.53,58.91,55.4596,56.06,3595776
2023-12-01,SNAP,14.14,14.24,13.615,13.75,23416250
2023-11-30,BABA,74.88,74.94,74.01,74.7,17884211
2023-11-30,ETSY,75.81,78.0,75.01,77.78,4511426
2023-11-30,SWK,90.9,91.495,89.365,91.09,1162108
2023-11-30,APPN,36.24,37.24,35.95,36.54,590131
2023-11-30,W,55.8,58.98,55.73,58.79,3781721
2023-11-30,SNAP,13.83,14.23,13.485,13.49,51167402
2023-11-29,BABA,74.67,75.456,74.425,75.0,30969099
2023-11-29,ETSY,77.2,78.58,76.29,76.41,4873891
2023-11-29,SWK,91.46,92.31,91.03,91.72,1066125
2023-11-29,APPN,36.24,37.29,35.97,35.97,484125
2023-11-29,W,58.5,60.71,57.72,57.76,5276276
2023-11-29,SNAP,12.98,13.085,12.82,12.94,15299958
2023-11-28,BABA,76.74,76.84,75.26,76.56,23682173
2023-11-28,ETSY,75.27,75.47,72.49,73.7,4427004
2023-11-28,SWK,90.4,90.76,89.21,90.3,1178477
2023-11-28,APPN,35.28,35.9699,35.11,35.52,446127
2023-11-28,W,56.99,57.14,51.6,52.39,5630426
2023-11-28,SNAP,12.84,12.87,12.58,12.605,14906997
2023-11-27,BABA,77.53,79.25,77.09,77.555,18248172
2023-11-27,ETSY,73.95,75.4001,72.1001,72.35,5023856
2023-11-27,SWK,90.43,91.77,90.42,90.77,1525775
2023-11-27,APPN,35.56,36.25,35.51,35.86,343940
2023-11-27,W,52.76,53.11,49.31,49.31,5204559
2023-11-27,SNAP,12.68,12.8,12.41,12.41,16203023
2023-11-24,BABA,78.49,79.07,78.21,78.27,12251659
2023-11-24,ETSY,71.82,72.02,70.65,70.94,889021
2023-11-24,SWK,91.41,91.63,89.355,89.63,643750
2023-11-24,APPN,36.19,36.285,35.6,35.88,131761
2023-11-24,W,49.11,49.45,47.58,48.23,1176130
2023-11-24,SNAP,12.52,12.56,12.24,12.24,10797731
2023-11-22,BABA,78.96,79.71,78.13,79.28,18982123
2023-11-22,ETSY,71.48,72.05,70.7,70.91,1898955
2023-11-22,SWK,89.74,90.08,88.71,89.75,1114380
2023-11-22,APPN,36.06,37.86,35.9,37.24,408909
2023-11-22,W,48.87,49.86,48.06,48.83,2819345
2023-11-22,SNAP,12.31,12.32,12.03,12.17,10119851
2023-11-21,BABA,78.94,79.275,77.6,77.85,20525451
2023-11-21,ETSY,70.59,71.25,69.57,71.19,2580842
2023-11-21,SWK,89.26,91.045,88.349,90.86,1041343
2023-11-21,APPN,37.02,37.61,36.0613,37.31,334692
2023-11-21,W,48.19,49.06,47.29,48.64,3127467
2023-11-21,SNAP,12.06,12.15,11.89,11.98,10266426
2023-11-20,BABA,78.46,78.745,76.56,76.91,31564894
2023-11-20,ETSY,72.07,73.73,70.76,72.21,3386981
2023-11-20,SWK,91.54,92.27,90.7,91.51,1113649
2023-11-20,APPN,37.6,38.83,36.62,36.97,471076
2023-11-20,W,49.47,50.45,47.22,47.28,3922755
2023-11-20,SNAP,12.15,12.3,11.87,11.88,14560749
2023-11-17,BABA,77.6,78.4658,76.75,77.02,35580411
2023-11-17,ETSY,72.53,73.0,70.785,71.2,3818988
2023-11-17,SWK,91.76,91.79,90.25,91.0,1013692
2023-11-17,APPN,36.75,37.05,36.28,36.81,612563
2023-11-17,W,47.16,47.58,45.93,46.62,2912316
2023-11-17,SNAP,11.89,11.995,11.5,11.91,22116402
2023-11-16,BABA,79.11,80.77,78.2305,79.52,63008526
2023-11-16,ETSY,70.15,70.73,68.7,70.03,3658876
2023-11-16,SWK,90.1,90.8,89.23,89.98,956546
2023-11-16,APPN,36.65,38.5424,36.37,38.47,449458
2023-11-16,W,46.11,47.22,45.5,46.61,3528704
2023-11-16,SNAP,12.07,12.34,11.8,12.13,22969636
2023-11-15,BABA,87.07,87.83,85.89,86.96,28991019
2023-11-15,ETSY,71.74,73.54,69.14,69.14,5662898
2023-11-15,SWK,90.35,91.575,89.56,89.56,1245306
2023-11-15,APPN,38.78,40.67,38.07,38.07,523459
2023-11-15,W,47.59,50.24,45.8,45.89,6727401
2023-11-15,SNAP,12.2,12.32,11.94,12.12,21312715
2023-11-14,BABA,83.87,84.535,82.32,82.76,20897615
2023-11-14,ETSY,68.38,68.47,65.775,65.97,4582283
2023-11-14,SWK,89.05,90.38,86.69,86.8,2016522
2023-11-14,APPN,37.91,38.67,37.18,37.28,552409
2023-11-14,W,45.58,46.525,43.905,44.1,6155010
2023-11-14,SNAP,12.15,12.425,12.04,12.05,38147375
2023-11-13,BABA,82.26,83.315,82.08,82.75,11236852
2023-11-13,ETSY,63.21,64.05,62.75,62.97,2304919
2023-11-13,SWK,84.09,84.99,83.85,84.79,1115184
2023-11-13,APPN,35.79,36.1,35.387,36.0,254119
2023-11-13,W,41.3,42.85,40.98,42.73,4040387
2023-11-13,SNAP,11.3,11.435,11.15,11.33,12118745
2023-11-10,BABA,82.75,82.87,81.66,82.41,9797571
2023-11-10,ETSY,63.24,63.405,60.67,61.93,2564042
2023-11-10,SWK,85.07,85.53,83.33,85.07,1098504
2023-11-10,APPN,36.21,36.37,35.325,35.41,425977
2023-11-10,W,43.22,43.4898,41.94,42.54,2889829
2023-11-10,SNAP,11.32,11.37,10.92,10.95,19159965
2023-11-09,BABA,82.73,84.69,82.475,84.58,10885073
2023-11-09,ETSY,62.02,64.57,61.5594,64.57,2752996
2023-11-09,SWK,84.25,86.69,83.4612,86.57,1270770
2023-11-09,APPN,35.61,38.5,35.42,38.45,450487
2023-11-09,W,42.84,46.95,42.67,46.5,5273862
2023-11-09,SNAP,11.24,11.73,11.18,11.22,26971492
2023-11-08,BABA,84.8,85.73,84.48,84.62,8154582
2023-11-08,ETSY,63.99,64.9,62.8157,64.12,3035856
2023-11-08,SWK,85.65,86.015,84.93,85.65,813200
2023-11-08,APPN,38.2,38.27,36.93,38.09,328333
2023-11-08,W,46.52,47.23,45.14,45.81,3742113
2023-11-08,SNAP,11.23,11.25,10.8603,11.04,21448623
2023-11-07,BABA,85.41,85.66,84.11,84.86,8829376
2023-11-07,ETSY,64.84,65.22,63.0,63.24,3480236
2023-11-07,SWK,85.73,86.69,85.1,86.24,1208468
2023-11-07,APPN,38.25,40.44,37.85,39.14,769034
2023-11-07,W,46.32,47.065,44.66,46.29,3574197
2023-11-07,SNAP,10.96,11.02,10.68,10.72,15836857
2023-11-06,BABA,85.36,86.72,85.23,86.55,9786396
2023-11-06,ETSY,63.08,65.8,62.295,65.32,3299349
2023-11-06,SWK,86.68,88.75,85.96,88.75,1083691
2023-11-06,APPN,37.4,39.81,37.08,39.71,605038
2023-11-06,W,46.17,50.15,45.69,50.0,4959739
2023-11-06,SNAP,10.73,10.87,10.62,10.74,18754926
2023-11-03,BABA,85.31,86.08,84.5,84.94,15148303
2023-11-03,ETSY,65.25,67.68,63.395,63.62,5479802
2023-11-03,SWK,88.87,90.92,87.97,88.0,1598771
2023-11-03,APPN,39.9,40.5,38.2,38.95,879035
2023-11-03,W,49.62,50.395,47.4,47.75,5994032
2023-11-03,SNAP,10.72,10.915,10.52,10.52,22876555
2023-11-02,BABA,83.41,83.98,83.03,83.65,10606319
2023-11-02,ETSY,61.63,64.21,58.2,60.0,10421836
2023-11-02,SWK,86.52,87.14,85.35,86.15,1320838
2023-11-02,APPN,41.72,42.99,39.99,39.99,481694
2023-11-02,W,46.69,49.28,46.26,46.675,7195023
2023-11-02,SNAP,10.43,10.59,10.1,10.14,30659333
2023-11-01,BABA,82.48,82.49,81.21,81.705,9549988
2023-11-01,ETSY,60.66,61.9,59.27,61.61,7543240
2023-11-01,SWK,84.98,85.42,82.8,85.42,1658401
2023-11-01,APPN,39.13,39.59,38.41,39.41,261488
2023-11-01,W,44.38,45.55,40.0,40.9,12422058
2023-11-01,SNAP,9.99,10.0799,9.81,9.95,19548138
2023-10-31,BABA,82.54,82.54,80.88,81.94,12094312
2023-10-31,ETSY,62.3,63.31,61.53,61.95,2932735
2023-10-31,SWK,85.05,85.18,83.18,83.86,2099394
2023-10-31,APPN,39.46,40.29,38.57,39.26,274541
2023-10-31,W,42.61,42.94,40.28,41.95,6266984
2023-10-31,SNAP,10.01,10.055,9.6,9.79,28796700
2023-10-30,BABA,83.14,84.24,83.0112,83.63,8980455
2023-10-30,ETSY,61.31,63.19,59.79,63.07,4459091
2023-10-30,SWK,84.24,84.48,80.75,83.16,2766963
2023-10-30,APPN,39.23,40.535,39.2,40.25,186580
2023-10-30,W,41.88,42.04,39.85,41.38,3280850
2023-10-30,SNAP,9.7,9.81,9.29,9.34,25083930
2023-10-27,BABA,82.82,84.12,82.48,83.87,10795598
2023-10-27,ETSY,62.46,63.74,61.645,62.45,3059107
2023-10-27,SWK,82.03,84.65,81.3,82.11,4369034
2023-10-27,APPN,39.98,40.58,39.67,40.22,181204
2023-10-27,W,40.6,41.43,39.38,39.38,4475718
2023-10-27,SNAP,9.3,9.55,9.18,9.33,24606549
2023-10-26,BABA,82.51,83.09,81.2,81.265,13010368
2023-10-26,ETSY,62.37,63.18,61.45,62.45,3990930
2023-10-26,SWK,77.23,78.49,76.57,77.65,2061668
2023-10-26,APPN,40.06,40.95,39.16,40.55,194965
2023-10-26,W,39.29,40.81,38.37,40.47,5576621
2023-10-26,SNAP,9.3,9.52,8.91,9.11,42454185
2023-10-25,BABA,81.03,82.0,80.78,81.3,11390178
2023-10-25,ETSY,62.96,63.07,60.89,62.5,3565121
2023-10-25,SWK,77.25,78.97,77.01,78.81,1568945
2023-10-25,APPN,40.29,41.35,40.17,41.2,400564
2023-10-25,W,40.33,42.5399,40.32,42.05,4456670
2023-10-25,SNAP,9.19,10.87,9.1,10.37,94403233
2023-10-24,BABA,82.87,83.32,80.44,80.45,17925847
2023-10-24,ETSY,64.59,66.08,63.34,64.33,2696629
2023-10-24,SWK,79.37,79.93,78.02,79.06,1377289
2023-10-24,APPN,41.6,42.59,40.84,40.84,240591
2023-10-24,W,43.36,44.98,42.96,43.45,2828606
2023-10-24,SNAP,9.71,9.98,9.58,9.63,71921441
2023-10-23,BABA,80.51,80.9262,79.02,79.42,12715187
2023-10-23,ETSY,64.15,65.44,63.535,64.3,2944750
2023-10-23,SWK,78.1,79.075,77.0129,77.4,1293761
2023-10-23,APPN,40.67,41.62,39.71,40.49,206466
2023-10-23,W,42.39,43.86,41.7414,43.15,3395873
2023-10-23,SNAP,9.49,9.88,9.3,9.35,37569211
2023-10-20,BABA,79.94,80.86,79.783,80.23,14636224
2023-10-20,ETSY,64.9,66.4989,64.79,65.01,3530324
2023-10-20,SWK,77.92,78.99,77.69,78.85,1361052
2023-10-20,APPN,41.05,42.86,40.84,42.86,613123
2023-10-20,W,43.87,46.06,43.5,43.65,3753399
2023-10-20,SNAP,9.44,9.67,9.31,9.6,29382635
2023-10-19,BABA,81.61,82.395,81.115,81.48,12624124
2023-10-19,ETSY,65.42,68.12,64.91,67.71,3697620
2023-10-19,SWK,78.86,81.065,78.63,79.5,1188626
2023-10-19,APPN,42.65,43.64,41.77,42.28,505087
2023-10-19,W,43.76,46.2,43.72,46.14,2532251
2023-10-19,SNAP,9.65,9.87,9.46,9.55,21177197
2023-10-18,BABA,83.01,83.73,82.76,82.96,9321627
2023-10-18,ETSY,67.9,69.68,67.69,69.13,3070617
2023-10-18,SWK,79.48,82.74,79.33,82.72,1485769
2023-10-18,APPN,41.94,43.555,41.778,43.32,162375
2023-10-18,W,45.16,47.09,43.94,46.38,3764354
2023-10-18,SNAP,9.6,9.76,9.51,9.6,19250446
2023-10-17,BABA,83.91,84.36,82.56,82.75,8270035
2023-10-17,ETSY,70.06,70.315,65.53,65.77,4838487
2023-10-17,SWK,83.81,84.53,81.42,81.42,967092
2023-10-17,APPN,43.72,44.28,42.04,42.04,277426
2023-10-17,W,47.17,48.73,46.3,46.9,3406351
2023-10-17,SNAP,9.69,9.77,9.54,9.56,24836029
2023-10-16,BABA,84.31,84.965,82.63,83.7,10075338
2023-10-16,ETSY,66.47,66.76,63.2268,63.31,4517089
2023-10-16,SWK,82.31,83.0,81.41,82.4,795885
2023-10-16,APPN,42.81,43.17,41.375,41.5,178715
2023-10-16,W,47.78,48.74,46.7,47.62,2537658
2023-10-16,SNAP,9.72,9.75,8.96,9.02,56297832
2023-10-13,BABA,84.02,85.49,83.75,84.06,10333073
2023-10-13,ETSY,63.17,64.64,62.72,64.64,3449334
2023-10-13,SWK,81.45,83.335,80.4,83.0,1174689
2023-10-13,APPN,41.27,41.79,41.185,41.66,309914
2023-10-13,W,47.31,50.11,47.02,50.0,5455178
2023-10-13,SNAP,8.68,9.14,8.67,9.1,27922226
2023-10-12,BABA,84.51,87.67,84.2,87.58,16158058
2023-10-12,ETSY,64.76,65.57,63.82,65.57,2992292
2023-10-12,SWK,82.8,83.92,81.5,83.92,2013548
2023-10-12,APPN,41.82,42.7,41.455,42.41,319991
2023-10-12,W,50.27,53.81,50.21,53.56,3616219
2023-10-12,SNAP,9.11,9.33,9.01,9.06,29718224
2023-10-11,BABA,87.78,88.7963,87.145,88.01,11111515
2023-10-11,ETSY,64.84,65.3028,63.88,63.88,2734224
2023-10-11,SWK,84.07,84.12,81.81,81.81,1838259
2023-10-11,APPN,43.11,44.26,42.34,43.4,255735
2023-10-11,W,54.47,56.3099,53.03,55.39,2666015
2023-10-11,SNAP,9.11,9.13,8.82,8.85,18773808
2023-10-10,BABA,87.17,87.74,85.57,85.67,13557779
2023-10-10,ETSY,63.71,64.76,62.755,63.03,3574804
2023-10-10,SWK,81.61,82.94,79.305,79.51,1813503
2023-10-10,APPN,43.11,44.445,42.8,42.8,332357
2023-10-10,W,55.44,57.449,53.68,53.75,3215269
2023-10-10,SNAP,8.82,9.11,8.66,8.7,22342581
2023-10-09,BABA,84.85,85.21,83.57,83.91,10880041
2023-10-09,ETSY,63.38,63.55,61.635,61.93,2621162
2023-10-09,SWK,78.92,79.11,76.87,77.21,1111904
2023-10-09,APPN,42.64,43.1,41.46,41.63,205832
2023-10-09,W,53.47,55.54,52.375,55.5,3028447
2023-10-09,SNAP,8.61,8.68,8.5,8.54,13059803
2023-10-06,BABA,86.06,86.515,84.0,84.25,13423653
2023-10-06,ETSY,62.72,63.82,62.1,62.1,3072737
2023-10-06,SWK,78.18,78.935,76.2611,76.89,1812141
2023-10-06,APPN,42.46,42.4994,40.3477,40.51,277019
2023-10-06,W,57.09,57.94,54.41,55.1,2800676
2023-10-06,SNAP,8.63,8.64,8.395,8.57,22566860
2023-10-05,BABA,83.67,83.71,82.45,83.52,10334535
2023-10-05,ETSY,62.86,64.18,61.37,63.82,3623724
2023-10-05,SWK,77.48,78.56,76.67,78.18,1751548
2023-10-05,APPN,41.28,43.095,41.1,43.08,327644
2023-10-05,W,55.05,57.89,53.75,57.5,3604270
2023-10-05,SNAP,8.74,8.84,8.55,8.66,11503371
2023-10-04,BABA,84.08,84.54,83.6501,84.275,8904691
2023-10-04,ETSY,63.74,64.32,62.92,63.1,3148151
2023-10-04,SWK,78.62,78.93,76.93,78.41,2144981
2023-10-04,APPN,43.34,43.78,42.1,42.47,221543
2023-10-04,W,58.13,58.87,56.65,58.11,2585187
2023-10-04,SNAP,8.69,8.72,8.5,8.56,16226468
2023-10-03,BABA,84.54,85.0,83.95,84.5,11448823
2023-10-03,ETSY,62.29,64.91,62.12,64.39,3015157
2023-10-03,SWK,78.41,80.32,78.15,80.0,1879508
2023-10-03,APPN,42.31,44.44,42.12,44.04,177455
2023-10-03,W,56.91,62.49,55.26,61.87,5429351
2023-10-03,SNAP,8.54,8.7675,8.47,8.58,17300047
2023-10-02,BABA,86.53,87.105,85.89,86.75,8209831
2023-10-02,ETSY,64.65,65.11,63.87,64.34,4441236
2023-10-02,SWK,80.72,83.5125,80.13,83.11,1840469
2023-10-02,APPN,44.55,45.915,44.05,45.45,158590
